,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
390,__disiAslan,"Dortmund, Deutschland",571,1205,12314,2021-01-01 15:44:25,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
391,hibudak,,164,33,452,2021-01-01 15:42:51,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
392,hulusimertuygu1,,80,42,210,2021-01-01 15:36:15,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
393,rizaakorkmaz,,786,507,282,2021-01-01 15:36:01,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
394,ozberkinritmi,,237,328,7999,2021-01-01 15:30:06,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
395,taraizgezen,,377,167,167,2021-01-01 15:29:14,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
396,omerasci,,973,326,14467,2021-01-01 15:27:25,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
397,1oguzzkara,,253,90,625,2021-01-01 15:26:45,0,büyük usta ruhun şâd olsun 
398,tineristemir,,89,52,500,2021-01-01 15:26:43,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
399,tugbaellialti,"Samsun, Türkiye",123,62,250,2021-01-01 15:11:49,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
400,nemineina,,226,159,383,2021-01-01 15:02:14,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
401,filaligs2,"İstanbul, Türkiye",3640,6473,19651,2021-01-01 14:58:33,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
402,ertan_eker,"Adana, Türkiye",91,35,886,2021-01-01 14:56:45,0,ziraat bankası sen gönüllere girmeyi başarıyorsun 
403,sefademir77,kasımpaşa,1179,658,22354,2021-01-01 14:54:05,0,tüylerim diken diken oldu mekanın cennet olsun güzel insan rabbim orada da güldürsün inşallah seni 
404,uAdogangs,İstanbul,1531,467,10312,2021-01-01 14:51:23,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
405,1MustafaTabur,Gaziantep/Oğuzeli/Barak,536,206,1923,2021-01-01 14:51:17,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
406,Nuri38yazici,"Kayseri, Türkiye",232,242,3206,2021-01-01 14:51:02,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
407,hotmail_figen,,1542,965,23712,2021-01-01 14:50:00,0,kemal sunal adamdır nokta 
408,Tyfrsari1907,,242,80,873,2021-01-01 14:49:56,0,mükemmel bi reklam olmuş gerçekten çok başarılı 
409,MineKoca,,667,680,18831,2021-01-01 14:48:18,0,ziraat bankası nın kemal sunal reklamını izledim şimdi duygular şelale 
410,ahhsenahhh,,241,241,207,2021-01-01 14:44:18,0,paramparçayim
411,sphenx1982,,98,22,27,2021-01-01 14:42:39,0,hayatımda izlediğim en anlamlı ve çok duygusal bir reklam çalışması olmuş beni çocukluğuma götürdü gözlerim doldu teşekkürler 
412,brskts,Trabzon ,263,193,11061,2021-01-01 14:36:23,0,mükemmel reklam 
413,Ahmedtas41,"Çenedağ, Derince",155,10,98,2021-01-01 14:36:06,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
414,TheMehmet20,,1461,1087,373,2021-01-01 14:31:10,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
415,nyselanik,Selanik - İzmir 🇹🇷,364,298,1516,2021-01-01 14:28:12,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
416,melihbiceer,,111,381,603,2021-01-01 14:25:54,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
417,senolersinn,,166,154,350,2021-01-01 14:10:49,0,normalde reklam izlemekten nefret ederim ama ziraat bankası nın kemal sunal içerikli reklam filmi gerçekten de muhteşem olmuş emeği geçen herkesin emeğine sağlık sen hep gülümse aracılığıyla
418,ibrahim_dmryk,,53,19,270,2021-01-01 13:58:46,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
419,hlyaaltnr,,143,123,18,2021-01-01 13:50:19,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
420,slakotak,,199,175,2242,2021-01-01 13:49:21,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
421,eceyb7,"İstanbul, Türkiye",81,43,515,2021-01-01 13:49:21,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
422,dahanelerde,"İstanbul, Türkiye",1684,1184,26683,2021-01-01 13:34:32,0,gülümsemek bulaşıcıdır ve mutluluk verir
423,mrtcn5252,"Ordu, Türkiye",128,168,321,2021-01-01 13:34:22,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
424,elifnurates_,"İstanbul, Türkiye",155,159,339,2021-01-01 13:16:34,0,ansızın karşıma şöyle bir reklam çıktı duygulandırdı 
425,emmircc,"Samsun, Türkiye",118,108,131,2021-01-01 13:09:07,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
426,hicmutludeglm,"Bursa, Türkiye",164,183,118,2021-01-01 13:05:44,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
427,uygar31817678,"Ankara, Türkiye",136,84,2120,2021-01-01 13:01:55,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
428,baypolitikacii,Türkiye,218,144,385,2021-01-01 12:58:17,0,hayatımda gördüğüm en güzel reklam 
429,ugurkarakus01,Adana / İstanbul ,991,1355,10146,2021-01-01 12:50:26,0,ziraat bankası reklamın kralını yapmış 
430,sevooo____,Türkiye,15,0,45,2021-01-01 12:47:45,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
431,gunaydinhatic,,187,25,91,2021-01-01 12:47:34,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
432,kaymazakadir,Türkiye,400,10,301,2021-01-01 12:42:55,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
433,cagritekman,"İstanbul, Türkiye",2714,1011,45569,2021-01-01 12:39:09,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
434,GayretSelin,"İzmir, Türkiye",1184,1099,130,2021-01-01 12:33:30,0,efsane reklam olmamis mi ya 
435,_bnenuray,Zonguldak,279,252,2129,2021-01-01 12:32:13,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
436,handetekiin,İZMİR ,142,1280,4402,2021-01-01 12:27:41,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
437,aytac_14,,61,147,2421,2021-01-01 12:27:18,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
438,ozandenizkurt,Cyprus,3741,15338,45119,2021-01-01 12:26:40,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
439,Onurkaya26Kaya,"Eskişehir, Türkiye",379,747,1587,2021-01-01 12:19:18,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
440,alperdmg,,8418,27575,114087,2021-01-01 12:17:39,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
441,AnkuvaK,,112,22,34,2021-01-01 12:16:26,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
442,bahadiraydn,"Cide, Türkiye",478,89,2397,2021-01-01 12:08:04,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
443,kolistavaa,,170,126,1592,2021-01-01 12:06:40,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
444,esirtibrhm,,207,81,12222,2021-01-01 11:59:57,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
445,_MrYLMAZ,,175,54,772,2021-01-01 11:56:30,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
446,fcanhazar,,81,6759,96250,2021-01-01 11:55:19,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
447,furkaanncelik,"Adana, Türkiye",333,421,8135,2021-01-01 11:41:04,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
448,CagacKemal,"Manavgat, Antalya SİDE",1650,1635,13233,2021-01-01 11:40:39,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
449,YamanGkhan,Moers-NRW/İstanbul,1533,1524,132333,2021-01-01 11:39:33,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
450,saadetcaneker, türkiye,1195,1160,20918,2021-01-01 11:38:00,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
451,MurKAnt_Uz,,9799,8911,24227,2021-01-01 11:36:24,0,ve sen öyle güzel gülüyorsun ki kemal abi gülüşün unutulmuyor 
452,MurKAnt_Uz,,9799,8911,24227,2021-01-01 11:30:49,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
453,replikann,,2521,82,10730,2021-01-01 11:15:42,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
454,ddeniz24,,122,86,226,2021-01-01 11:11:49,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
455,kardelenzdgan,,243,283,5235,2021-01-01 11:08:58,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
456,neslihangurleyn,"Küçükçekmece, İstanbul",208,401,6908,2021-01-01 11:06:20,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
457,Brs2941,"Kocaeli, Türkiye",332,254,3273,2021-01-01 11:05:01,0,tartışmasız en iyi reklamlardan biri 
458,sinemis_97,,773,2915,12334,2021-01-01 11:02:24,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
459,ahmetc_03,,622,679,7598,2021-01-01 11:01:15,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
460,meraklitrader,Kart,157,71,159,2021-01-01 10:55:16,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
461,Seyidogluss,"Artvin, Türkiye",844,59,50,2021-01-01 10:52:26,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
462,Berkcan_094,"Aydın, Türkiye",136,44,897,2021-01-01 10:50:14,0,bu aralar en güzel reklamlar bankalardan çıkıyor çok başarılı bi reklam
463,bsrkaya8,,214,305,4487,2021-01-01 10:32:34,0,ziraat bankasının kemal sunal lı reklamı çok güzel ama yaaa
464,ademarabaci06,"Ankara, Türkiye",322,134,579,2021-01-01 10:24:50,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
465,19mazruf03,,607,135,3998,2021-01-01 10:08:18,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
466,elteacher_aylin,Bodrum ,229,164,2348,2021-01-01 10:06:42,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
467,aliko007,Bursa,68,333,19536,2021-01-01 10:04:25,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
