username,location,following,followers,totaltweets,whentweetcreated,retweets,text
Alican16444518,,329,300,3446,2021-01-01 17:06:15,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MaviMasal95,,153,326,26025,2021-01-01 17:02:35,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
koraybeydiyin,,2385,128,1491,2021-01-01 16:59:27,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sudde36,01,197,71,119,2021-01-01 16:59:18,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
haticeekraca,,1834,1993,1425,2021-01-01 16:55:49,0,Gerçekten çok güzel olmuş  :) #SenHepGülümse https://t.co/MZ6TYMvbxP
f_e_r_h_a_t_g_s,,824,651,2551,2021-01-01 16:53:27,0,#ziraatbankasi yeni reklamı çok güzel olmuş 👍👏 #Kemalsunal @ziraatbankasi #SenHepGülümse
guvenock,Sivs-Samsn-Ank-Amasya-Ank-Rize,335,188,61931,2021-01-01 16:53:25,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sabrigs180818,"Heilbronn, Deutschland",156,9,288,2021-01-01 16:53:14,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
alphandogualp,"İstanbul, Türkiye",394,404,23117,2021-01-01 16:52:44,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
tufan_celebi,,558,251,15849,2021-01-01 16:51:56,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
gseness97,Boşluk,1542,1541,2753,2021-01-01 16:51:56,0,Ziraat Bankasının Kemal Sunal'ı gösterdiği reklamı tüylerim diken diken izledim.. #senhepgülümse
yigitttalbayrak,Bursa,357,473,7679,2021-01-01 16:51:29,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
cekirdeksizavo,,765,662,9209,2021-01-01 16:51:15,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
muhammetkink1,Aydın,361,81,276,2021-01-01 16:50:55,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ozlemcimbom1905,"Rize, Türkiye",2081,2317,7294,2021-01-01 16:49:48,1,"Güzel bir reklam olmuş 💫

#ZiraatBankası 👏🏻 

Seninle gülmeyi özlemişiz♥️

#KemalSunal 🤍

#SenHepGülümse https://t.co/AXtkiu9S5d"
arand_rukiye,Türkiye,791,114,3868,2021-01-01 16:46:59,0,Yapay zeka ile Kemal Sunal ‘ı Ziraat bankası reklamında  görmek çok güzel teşekkürler🍭#senhepgülümse 🎈 @ziraatbankasi @ziraatkatilim @ZiraatDestek
nessli96,"Bursa, Türkiye",384,393,265,2021-01-01 16:46:57,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
BrhnSlkn,"Konak, İzmir",457,61,6063,2021-01-01 16:46:10,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ttomriss81,,386,208,2381,2021-01-01 16:46:01,0,Ziraat Bankası çok güzel reklam yapmış #senhepgülümse canım Kemal Sunal
yucelhallac,,33,5,14,2021-01-01 16:45:01,0,@ziraatbankasi Bir Kemal Sunal hayranı olarak sırf reklamı izlemek için YouTube’ a girdim. Özlemişiz Kemal abiyi. 152. yıl reklamınızda çok başarılı. Başarılarınız devamını dilerim. #SenHepGülümse
ksknsdt,Germany-Essen,669,531,9393,2021-01-01 16:44:38,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
z_neyne,,460,246,2202,2021-01-01 16:43:07,0,Ziraat Bankasının Kemal Sunallı reklamı harika olmuş👏 #senhepgülümse
yucelhallac,,33,5,14,2021-01-01 16:41:59,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
umtakpnar,,769,95,4423,2021-01-01 16:40:21,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
mskzmtk,"Kütahya, Türkiye",474,77,3514,2021-01-01 16:40:09,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
unalonerr,"Isparta, Alanya",275,166,3997,2021-01-01 16:37:37,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
o1turkmen,uzay,78,42,24787,2021-01-01 16:37:21,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
AtakanColak2,,97,42,1121,2021-01-01 16:37:13,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kscabeko,"İstanbul, Türkiye",434,138,6022,2021-01-01 16:37:04,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
RamazanAay,,173,114,397,2021-01-01 16:37:02,0,Belkide gülmenin en çok yakıştığı insanlardandın #KemalSunal #SenHepGülümse https://t.co/Ydq16VL14o
Mutlu1Besiktas,,76,97,6418,2021-01-01 16:36:57,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
bthnzby07,17,329,178,9864,2021-01-01 16:36:55,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
meethaann,,379,121,400,2021-01-01 16:35:25,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
Alexinsolayak10,Fenerbahçe/Kadıköy/İstanbul,1494,2037,111913,2021-01-01 16:35:20,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
oz_rubar,"İstanbul, Türkiye",427,298,789,2021-01-01 16:34:56,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
MURATDO88589806,,2,1,13,2021-01-01 16:34:50,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
nihatcoskunn,"İstanbul, Türkiye",275,317,1927,2021-01-01 16:33:43,0,Çok başarılı bir reklam olmuş 👍🏽 #SenHepGülümse #KemalSunal https://t.co/yS3GKkgW4t
AVkenrosenberg,"Vice, Peru",2,59,39,2021-01-01 16:33:34,0,#senhepgülümse çok harika bir iş çıkarmışsınız yüzümüzü güldürdünüz tebrikler @ziraatbankasi
MuhammetKuz,Zonguldak,1172,148,3535,2021-01-01 16:32:38,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
FMHikayeleri,✉️ iletisim@fmhikayeleri.com,92,45945,7238,2021-01-01 16:30:52,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
3KASIM2017,"Galatasaray, Türkiye",205,27,202,2021-01-01 16:29:17,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MMasattas,"Hatay, Türkiye",136,104,158,2021-01-01 16:27:51,0,Çok güzel olmuş gerçekten. Ellerinize sağlık. #senhepgülümse https://t.co/VZ36wbdSKN
Okaanvrl,"Trabzon, Türkiye",299,276,1021,2021-01-01 16:21:06,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
enes_firat,,307,140,2897,2021-01-01 16:18:31,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Polatcann17,,690,769,557,2021-01-01 16:18:14,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MuhammetTilki,,677,304,33810,2021-01-01 16:10:02,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
magnisuleymn,Ankara,185,455,4034,2021-01-01 16:06:58,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Ricercatore_,,327,269,724,2021-01-01 16:05:08,0,"Ziraat Bankası, 10 da 10 reklam olmuş, Kemal Sunal'ı Saygı ve minnetle anıyorum,Kemal abi gülüşün unutulmuyor..Duygulandırdı..
#SenHepGülümse https://t.co/z4qyeULKqu"
cabuoglu91,düzce,201,100,558,2021-01-01 16:04:18,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
eliffuncu,instagram:elif.uncu,406,200,3440,2021-01-01 15:59:54,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kbraalaca8,,81,14,62,2021-01-01 15:59:18,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
_RamazanAslan,"Batman Merkez, Batman",1466,1519,152,2021-01-01 15:52:08,0,"""Ve sen öyle güzel gülüyorsun ki Kemal abi, gülüşün unutulmuyor.""
 Sen ne muazzam bir reklamsın öyle...
#SenHepGülümse 
#KemalSunal https://t.co/cXba8P4RGO"
sametcplk,,3943,3322,85593,2021-01-01 15:51:16,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
morg1047,Düzce,420,1775,4297,2021-01-01 15:47:15,0,ziraat bankasının Kemal Sunal reklamı.. boğazlar düğüm düğüm.. #senhepgülümse
__disiAslan,"Dortmund, Deutschland",571,1204,12314,2021-01-01 15:44:25,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hibudak,,164,33,452,2021-01-01 15:42:51,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hulusimertuygu1,,80,42,210,2021-01-01 15:36:15,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
rizaakorkmaz,,786,506,282,2021-01-01 15:36:01,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ozberkinritmi,,237,328,7992,2021-01-01 15:30:06,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
taraizgezen,,377,166,167,2021-01-01 15:29:14,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
omerasci,,973,326,14467,2021-01-01 15:27:25,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
1oguzzkara,,252,90,625,2021-01-01 15:26:45,0,"Büyük Usta Ruhun Şâd Olsun..🙏
#SenHepGülümse https://t.co/hAcvgKahmg"
tineristemir,,89,53,498,2021-01-01 15:26:43,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
tugbaellialti,"Samsun, Türkiye",123,62,250,2021-01-01 15:11:49,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
nemineina,,226,159,383,2021-01-01 15:02:14,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
filaligs2,"İstanbul, Türkiye",3640,6470,19646,2021-01-01 14:58:33,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ertan_eker,"Adana, Türkiye",91,35,886,2021-01-01 14:56:45,0,#senhepgülümse ziraat bankası sen gönüllere girmeyi başarıyorsun 😊😊 https://t.co/s6VSrb3TQj
sefademir77,kasımpaşa,1178,658,22352,2021-01-01 14:54:05,0,"Tüylerim diken diken oldu, mekanın cennet olsun güzel insan. Rabbim orada da güldürsün inşallah seni 🙏 #senhepgülümse https://t.co/GUjbVP32dH"
uAdogangs,İstanbul,1531,467,10312,2021-01-01 14:51:23,6,"Ben yeni yılın ilk dakikaları bu reklamı izledim. Gözlerim doldu, yüreğim sıcacık oldu. Gerçek gibiydi! Yeşilçamla büyümek, seninle gülmek çok güzel Kemal Sunal, sen hep gül! 🤍
#SenHepGülümse 
#ZiraatBankası https://t.co/Ts9dIx0JIf"
1MustafaTabur,Gaziantep/Oğuzeli/Barak,536,205,1921,2021-01-01 14:51:17,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Nuri38yazici,"Kayseri, Türkiye",232,242,3206,2021-01-01 14:51:02,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hotmail_figen,,1542,965,23708,2021-01-01 14:50:00,0,"Kemal Sunal Adamdır nokta .
#SenHepGülümse https://t.co/YKxKfCtAOb"
Tyfrsari1907,,242,80,873,2021-01-01 14:49:56,0,#SENHEPGÜLÜMSE Mükemmel bi reklam olmuş gerçekten. Çok başarılı 👏🏽 https://t.co/x4SmC83gPY
MineKoca,,667,680,18831,2021-01-01 14:48:18,0,"Ziraat Bankası’nın Kemal Sunal reklamını izledim şimdi, duygular şelale😭♥️ #senhepgülümse"
ahhsenahhh,,241,242,207,2021-01-01 14:44:18,0,#senhepgülümse paramparçayim
sphenx1982,,98,22,27,2021-01-01 14:42:39,0,Hayatımda izlediğim en anlamlı ve çok duygusal bir reklam çalışması olmuş. Beni çocukluğuma götürdü. Gözlerim doldu. Teşekkürler... #ziraatbankasi #SenHepGueluemse #KemalSunal https://t.co/cOj9z0EFng
brskts,Trabzon ,262,193,11061,2021-01-01 14:36:23,0,Mükemmel reklam 👏👏 #senhepgülümse
Ahmedtas41,"Çenedağ, Derince",155,10,98,2021-01-01 14:36:06,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
TheMehmet20,,1461,1087,373,2021-01-01 14:31:10,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
nyselanik,Selanik - İzmir 🇹🇷,364,298,1516,2021-01-01 14:28:12,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
melihbiceer,,111,381,603,2021-01-01 14:25:54,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
senolersinn,,166,155,350,2021-01-01 14:10:49,0,"Normalde reklam izlemekten nefret ederim ama Ziraat Bankası’nın Kemal Sunal içerikli reklam filmi gerçekten de muhteşem olmuş 👍 Emeği geçen herkesin emeğine sağlık 👍
#SenHepGülümse @ziraatbankasi 

Sen Hep Gülümse https://t.co/rrQjUJXxOp @YouTube aracılığıyla"
ibrahim_dmryk,,53,19,270,2021-01-01 13:58:46,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
hlyaaltnr,,143,123,18,2021-01-01 13:50:19,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
slakotak,,199,175,2242,2021-01-01 13:49:21,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
eceyb7,"İstanbul, Türkiye",81,43,515,2021-01-01 13:49:21,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
dahanelerde,"İstanbul, Türkiye",1684,1184,26683,2021-01-01 13:34:32,0,@Sakura_mnewx gülümsemek bulaşıcıdır ve mutluluk verir #senhepgülümse
mrtcn5252,"Ordu, Türkiye",128,168,321,2021-01-01 13:34:22,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
elifnurates_,"İstanbul, Türkiye",155,159,339,2021-01-01 13:16:34,0,"Ansızın karşıma şöyle bir reklam çıktı , duygulandırdı...
#SenHepGueluemse  
#kemalsunal https://t.co/ndR9ummIdI"
